,carat,cut,cut_ord,color,clarity,clarity_ord,Price,RECAP Price,,,,
1876,0.31,Ideal,5,F,VVS1,7,"1,307.53",1307.53,,,,
1893,0.31,Ideal,5,E,VVS1,7,"1,307.53",1307.53,,,,
1927,0.31,Ideal,5,H,VS1,4,-54.47,-54.47,,,,
1951,0.31,Ideal,5,F,VS2,5,399.53,399.53,,,,
1977,0.31,Ideal,5,E,VS2,5,399.53,399.53,,,,
1997,0.31,Ideal,5,E,VS1,4,-54.47,-54.47,,,,
2010,0.31,Ideal,5,G,VVS1,7,"1,307.53",1307.53,,,,
2019,0.31,Ideal,5,F,IF,8,"1,761.53",1761.53,,,,
2080,0.31,Ideal,5,E,VS2,5,399.53,399.53,,,,
2119,0.31,Ideal,5,G,VVS1,7,"1,307.53",1307.53,,,,
2134,0.31,Ideal,5,F,VVS2,6,853.53,853.53,,,,
2155,0.31,Ideal,5,F,IF,8,"1,761.53",1761.53,,,,
2170,0.31,Ideal,5,D,VVS2,6,853.53,853.53,,,,
2199,0.31,Ideal,5,D,VS2,5,399.53,399.53,,,,
2208,0.31,Ideal,5,E,VS2,5,399.53,399.53,,,,
2286,0.31,Ideal,5,I,VVS1,7,"1,307.53",1307.53,,,,
2289,0.31,Ideal,5,I,VS2,5,399.53,399.53,,,,
2349,0.31,Ideal,5,E,IF,8,"1,761.53",1761.53,,,,
2563,0.31,Ideal,5,E,VVS1,7,"1,307.53",1307.53,,,,
2598,0.31,Ideal,5,D,SI1,3,-508.47,-508.47,,,,
2623,0.31,Ideal,5,H,VS2,5,399.53,399.53,,,,
2675,0.31,Ideal,5,G,SI1,3,-508.47,-508.47,,,,
2715,0.31,Ideal,5,F,VS1,4,-54.47,-54.47,,,,
2734,0.31,Ideal,5,G,SI1,3,-508.47,-508.47,,,,
2838,0.31,Ideal,5,G,IF,8,"1,761.53",1761.53,,,,
2871,0.31,Ideal,5,E,VS2,5,399.53,399.53,,,,
2907,0.31,Ideal,5,E,VS2,5,399.53,399.53,,,,
2922,0.31,Ideal,5,H,VVS1,7,"1,307.53",1307.53,,,,
2927,0.31,Ideal,5,F,VVS2,6,853.53,853.53,,,,
2948,0.31,Ideal,5,G,IF,8,"1,761.53",1761.53,,,,
2958,0.31,Ideal,5,J,VS1,4,-54.47,-54.47,,,,
116,0.31,Premium,4,J,VS2,5,241.43,241.43,,,,
194,0.31,Premium,4,I,VVS1,7,"1,149.43",1149.43,,,,
295,0.31,Premium,4,G,VVS1,7,"1,149.43",1149.43,,,,
371,0.31,Premium,4,E,VVS2,6,695.43,695.43,,,,
461,0.31,Premium,4,G,VS2,5,241.43,241.43,,,,
689,0.31,Premium,4,G,SI1,3,-666.57,-666.57,,,,
868,0.31,Premium,4,J,SI1,3,-666.57,-666.57,,,,
1030,0.31,Premium,4,G,VS2,5,241.43,241.43,,,,
1138,0.31,Premium,4,F,I1,1,"-1,574.57",-1574.57,,,,
1182,0.31,Premium,4,F,VVS1,7,"1,149.43",1149.43,,,,
1215,0.31,Premium,4,G,VS2,5,241.43,241.43,,,,
1242,0.31,Premium,4,E,SI1,3,-666.57,-666.57,,,,
1303,0.31,Premium,4,H,SI1,3,-666.57,-666.57,,,,
1357,0.31,Premium,4,J,VS2,5,241.43,241.43,,,,
1361,0.31,Premium,4,E,VS2,5,241.43,241.43,,,,
1385,0.31,Premium,4,H,SI1,3,-666.57,-666.57,,,,
1550,0.31,Premium,4,E,SI2,2,"-1,120.57",-1120.57,,,,
1979,0.31,Premium,4,H,VVS2,6,695.43,695.43,,,,
2176,0.31,Premium,4,H,IF,8,"1,603.43",1603.43,,,,
2185,0.31,Premium,4,E,IF,8,"1,603.43",1603.43,,,,
2226,0.31,Premium,4,G,VS2,5,241.43,241.43,,,,
2245,0.31,Premium,4,G,VVS2,6,695.43,695.43,,,,
2255,0.31,Premium,4,E,VS1,4,-212.57,-212.57,,,,
2301,0.31,Premium,4,I,VVS2,6,695.43,695.43,,,,
2360,0.31,Premium,4,G,VVS1,7,"1,149.43",1149.43,,,,
2388,0.31,Premium,4,E,VS2,5,241.43,241.43,,,,
2418,0.31,Premium,4,E,VS2,5,241.43,241.43,,,,
2422,0.31,Premium,4,E,VS1,4,-212.57,-212.57,,,,
2485,0.31,Premium,4,G,VVS1,7,"1,149.43",1149.43,,,,
2673,0.31,Premium,4,G,SI1,3,-666.57,-666.57,,,,
2723,0.31,Premium,4,J,VS2,5,241.43,241.43,,,,
2745,0.31,Premium,4,F,VS2,5,241.43,241.43,,,,
2802,0.31,Premium,4,I,SI1,3,-666.57,-666.57,,,,
2925,0.31,Premium,4,E,VS1,4,-212.57,-212.57,,,,
573,0.31,Very Good,3,J,VS2,5,83.33,83.33,,,,
721,0.31,Very Good,3,F,SI1,3,-824.67,-824.67,,,,
775,0.31,Very Good,3,E,VS2,5,83.33,83.33,,,,
864,0.31,Very Good,3,H,VVS2,6,537.33,537.33,,,,
1045,0.31,Very Good,3,G,VS1,4,-370.67,-370.67,,,,
1083,0.31,Very Good,3,H,VS1,4,-370.67,-370.67,,,,
1565,0.31,Very Good,3,I,VVS1,7,991.33,991.33,,,,
1827,0.31,Very Good,3,H,VS2,5,83.33,83.33,,,,
2016,0.31,Very Good,3,G,SI1,3,-824.67,-824.67,,,,
2104,0.31,Very Good,3,G,VVS1,7,991.33,991.33,,,,
2169,0.31,Very Good,3,I,VVS2,6,537.33,537.33,,,,
2271,0.31,Very Good,3,G,VVS1,7,991.33,991.33,,,,
2435,0.31,Very Good,3,G,VVS1,7,991.33,991.33,,,,
2488,0.31,Very Good,3,E,SI1,3,-824.67,-824.67,,,,
2516,0.31,Very Good,3,I,SI1,3,-824.67,-824.67,,,,
2547,0.31,Very Good,3,G,VS1,4,-370.67,-370.67,,,,
514,0.31,Good,2,D,SI2,2,"-1,436.77",-1436.77,,,,
1183,0.31,Good,2,E,SI1,3,-982.77,-982.77,,,,
1192,0.31,Good,2,I,VS1,4,-528.77,-528.77,,,,
2003,0.31,Good,2,F,SI1,3,-982.77,-982.77,,,,
2005,0.31,Good,2,F,VVS2,6,379.23,379.23,,,,
2057,0.31,Good,2,G,SI1,3,-982.77,-982.77,,,,
2213,0.31,Good,2,H,VS2,5,-74.77,-74.77,,,,
2389,0.31,Good,2,H,VVS1,7,833.23,833.23,,,,
2741,0.31,Good,2,E,VS2,5,-74.77,-74.77,,,,
1540,0.31,Fair,1,G,VS1,4,-686.87,-686.87,,,,
68,0.3,Ideal,5,F,IF,8,"1,677.40",1677.4,,,,
154,0.3,Ideal,5,I,SI1,3,-592.6,-592.6,,,,
221,0.3,Ideal,5,F,VVS1,7,"1,223.40",1223.4,,,,
258,0.3,Ideal,5,F,VS2,5,315.4,315.4,,,,
275,0.3,Ideal,5,G,VS1,4,-138.6,-138.6,,,,
334,0.3,Ideal,5,H,SI1,3,-592.6,-592.6,,,,
337,0.3,Ideal,5,H,VVS1,7,"1,223.40",1223.4,,,,
376,0.3,Ideal,5,F,SI1,3,-592.6,-592.6,,,,
416,0.3,Ideal,5,F,VS1,4,-138.6,-138.6,,,,
431,0.3,Ideal,5,I,VS1,4,-138.6,-138.6,,,,
462,0.3,Ideal,5,D,VS1,4,-138.6,-138.6,,,,
470,0.3,Ideal,5,G,VS1,4,-138.6,-138.6,,,,
485,0.3,Ideal,5,E,VVS2,6,769.4,769.4,,,,
498,0.3,Ideal,5,E,VVS2,6,769.4,769.4,,,,
535,0.3,Ideal,5,H,IF,8,"1,677.40",1677.4,,,,
543,0.3,Ideal,5,E,VS2,5,315.4,315.4,,,,
545,0.3,Ideal,5,E,SI2,2,"-1,046.60",-1046.6,,,,
593,0.3,Ideal,5,G,IF,8,"1,677.40",1677.4,,,,
744,0.3,Ideal,5,F,IF,8,"1,677.40",1677.4,,,,
758,0.3,Ideal,5,G,VS1,4,-138.6,-138.6,,,,
841,0.3,Ideal,5,E,VS1,4,-138.6,-138.6,,,,
852,0.3,Ideal,5,D,VS2,5,315.4,315.4,,,,
939,0.3,Ideal,5,F,VS2,5,315.4,315.4,,,,
950,0.3,Ideal,5,H,VVS1,7,"1,223.40",1223.4,,,,
968,0.3,Ideal,5,E,VS2,5,315.4,315.4,,,,
1051,0.3,Ideal,5,I,SI1,3,-592.6,-592.6,,,,
1131,0.3,Ideal,5,F,IF,8,"1,677.40",1677.4,,,,
1214,0.3,Ideal,5,I,SI2,2,"-1,046.60",-1046.6,,,,
1219,0.3,Ideal,5,E,VVS1,7,"1,223.40",1223.4,,,,
1265,0.3,Ideal,5,F,VS2,5,315.4,315.4,,,,
1292,0.3,Ideal,5,I,VVS1,7,"1,223.40",1223.4,,,,
1367,0.3,Ideal,5,F,VVS1,7,"1,223.40",1223.4,,,,
1497,0.3,Ideal,5,F,VS2,5,315.4,315.4,,,,
1513,0.3,Ideal,5,E,VVS1,7,"1,223.40",1223.4,,,,
1523,0.3,Ideal,5,E,VS2,5,315.4,315.4,,,,
1633,0.3,Ideal,5,I,VS1,4,-138.6,-138.6,,,,
1691,0.3,Ideal,5,H,VS2,5,315.4,315.4,,,,
1695,0.3,Ideal,5,G,IF,8,"1,677.40",1677.4,,,,
1724,0.3,Ideal,5,D,SI1,3,-592.6,-592.6,,,,
1767,0.3,Ideal,5,E,SI1,3,-592.6,-592.6,,,,
1804,0.3,Ideal,5,H,VS2,5,315.4,315.4,,,,
1810,0.3,Ideal,5,H,VS1,4,-138.6,-138.6,,,,
1839,0.3,Ideal,5,H,VS1,4,-138.6,-138.6,,,,
1842,0.3,Ideal,5,G,VS1,4,-138.6,-138.6,,,,
1862,0.3,Ideal,5,H,VS2,5,315.4,315.4,,,,
1869,0.3,Ideal,5,G,VVS1,7,"1,223.40",1223.4,,,,
1897,0.3,Ideal,5,H,SI1,3,-592.6,-592.6,,,,
1900,0.3,Ideal,5,F,IF,8,"1,677.40",1677.4,,,,
1938,0.3,Ideal,5,E,VS2,5,315.4,315.4,,,,
1942,0.3,Ideal,5,D,VS2,5,315.4,315.4,,,,
1976,0.3,Ideal,5,E,VVS1,7,"1,223.40",1223.4,,,,
2049,0.3,Ideal,5,D,VS1,4,-138.6,-138.6,,,,
2088,0.3,Ideal,5,E,SI1,3,-592.6,-592.6,,,,
2111,0.3,Ideal,5,G,VVS1,7,"1,223.40",1223.4,,,,
2135,0.3,Ideal,5,H,VVS2,6,769.4,769.4,,,,
2180,0.3,Ideal,5,E,VS2,5,315.4,315.4,,,,
2196,0.3,Ideal,5,G,SI2,2,"-1,046.60",-1046.6,,,,
2231,0.3,Ideal,5,I,VVS2,6,769.4,769.4,,,,
2249,0.3,Ideal,5,H,VS2,5,315.4,315.4,,,,
2256,0.3,Ideal,5,G,IF,8,"1,677.40",1677.4,,,,
2274,0.3,Ideal,5,E,VVS2,6,769.4,769.4,,,,
2395,0.3,Ideal,5,E,VS2,5,315.4,315.4,,,,
2415,0.3,Ideal,5,I,SI1,3,-592.6,-592.6,,,,
2437,0.3,Ideal,5,G,VVS2,6,769.4,769.4,,,,
2451,0.3,Ideal,5,I,SI1,3,-592.6,-592.6,,,,
2490,0.3,Ideal,5,D,VS2,5,315.4,315.4,,,,
2577,0.3,Ideal,5,D,VS2,5,315.4,315.4,,,,
2580,0.3,Ideal,5,E,VS2,5,315.4,315.4,,,,
2657,0.3,Ideal,5,F,VVS2,6,769.4,769.4,,,,
2666,0.3,Ideal,5,D,SI1,3,-592.6,-592.6,,,,
2724,0.3,Ideal,5,J,IF,8,"1,677.40",1677.4,,,,
2836,0.3,Ideal,5,E,VVS1,7,"1,223.40",1223.4,,,,
2845,0.3,Ideal,5,H,SI1,3,-592.6,-592.6,,,,
2848,0.3,Ideal,5,F,VVS2,6,769.4,769.4,,,,
2896,0.3,Ideal,5,D,SI1,3,-592.6,-592.6,,,,
2918,0.3,Ideal,5,G,VS1,4,-138.6,-138.6,,,,
2926,0.3,Ideal,5,F,SI1,3,-592.6,-592.6,,,,
2937,0.3,Ideal,5,H,VVS2,6,769.4,769.4,,,,
2954,0.3,Ideal,5,D,VS2,5,315.4,315.4,,,,
2981,0.3,Ideal,5,G,VVS2,6,769.4,769.4,,,,
136,0.3,Premium,4,H,SI1,3,-750.7,-750.7,,,,
174,0.3,Premium,4,H,SI1,3,-750.7,-750.7,,,,
354,0.3,Premium,4,H,VS1,4,-296.7,-296.7,,,,
356,0.3,Premium,4,D,VS2,5,157.3,157.3,,,,
357,0.3,Premium,4,H,VS1,4,-296.7,-296.7,,,,
477,0.3,Premium,4,F,VS2,5,157.3,157.3,,,,
675,0.3,Premium,4,G,VVS2,6,611.3,611.3,,,,
729,0.3,Premium,4,D,SI2,2,"-1,204.70",-1204.7,,,,
840,0.3,Premium,4,G,VVS2,6,611.3,611.3,,,,
843,0.3,Premium,4,G,VVS2,6,611.3,611.3,,,,
921,0.3,Premium,4,D,VS2,5,157.3,157.3,,,,
940,0.3,Premium,4,G,VS1,4,-296.7,-296.7,,,,
1027,0.3,Premium,4,F,VS2,5,157.3,157.3,,,,
1058,0.3,Premium,4,H,VS1,4,-296.7,-296.7,,,,
1093,0.3,Premium,4,G,IF,8,"1,519.30",1519.3,,,,
1185,0.3,Premium,4,G,VS1,4,-296.7,-296.7,,,,
1235,0.3,Premium,4,E,VVS2,6,611.3,611.3,,,,
1281,0.3,Premium,4,E,SI1,3,-750.7,-750.7,,,,
1468,0.3,Premium,4,D,VS2,5,157.3,157.3,,,,
1661,0.3,Premium,4,J,VS1,4,-296.7,-296.7,,,,
1679,0.3,Premium,4,G,VVS2,6,611.3,611.3,,,,
1722,0.3,Premium,4,D,SI1,3,-750.7,-750.7,,,,
2146,0.3,Premium,4,E,VS1,4,-296.7,-296.7,,,,
2370,0.3,Premium,4,J,VS2,5,157.3,157.3,,,,
2420,0.3,Premium,4,E,VS2,5,157.3,157.3,,,,
2579,0.3,Premium,4,D,SI1,3,-750.7,-750.7,,,,
2624,0.3,Premium,4,H,SI1,3,-750.7,-750.7,,,,
2920,0.3,Premium,4,E,SI1,3,-750.7,-750.7,,,,
2942,0.3,Premium,4,E,SI1,3,-750.7,-750.7,,,,
24,0.3,Very Good,3,G,IF,8,"1,361.20",1361.2,,,,
92,0.3,Very Good,3,D,VS2,5,-0.8,-0.8,,,,
166,0.3,Very Good,3,G,VVS2,6,453.2,453.2,,,,
297,0.3,Very Good,3,H,VVS1,7,907.2,907.2,,,,
333,0.3,Very Good,3,F,VVS1,7,907.2,907.2,,,,
381,0.3,Very Good,3,E,SI1,3,-908.8,-908.8,,,,
483,0.3,Very Good,3,G,VS1,4,-454.8,-454.8,,,,
571,0.3,Very Good,3,H,VS2,5,-0.8,-0.8,,,,
802,0.3,Very Good,3,H,VS2,5,-0.8,-0.8,,,,
830,0.3,Very Good,3,E,SI1,3,-908.8,-908.8,,,,
907,0.3,Very Good,3,E,SI1,3,-908.8,-908.8,,,,
1122,0.3,Very Good,3,G,VVS1,7,907.2,907.2,,,,
1129,0.3,Very Good,3,H,VS1,4,-454.8,-454.8,,,,
1141,0.3,Very Good,3,D,VS2,5,-0.8,-0.8,,,,
1289,0.3,Very Good,3,H,VS1,4,-454.8,-454.8,,,,
1308,0.3,Very Good,3,J,VS2,5,-0.8,-0.8,,,,
1448,0.3,Very Good,3,D,SI1,3,-908.8,-908.8,,,,
1590,0.3,Very Good,3,D,SI2,2,"-1,362.80",-1362.8,,,,
1739,0.3,Very Good,3,G,SI1,3,-908.8,-908.8,,,,
1813,0.3,Very Good,3,I,IF,8,"1,361.20",1361.2,,,,
1818,0.3,Very Good,3,F,VVS1,7,907.2,907.2,,,,
1931,0.3,Very Good,3,G,VVS1,7,907.2,907.2,,,,
2103,0.3,Very Good,3,I,VS2,5,-0.8,-0.8,,,,
2161,0.3,Very Good,3,J,VS1,4,-454.8,-454.8,,,,
2408,0.3,Very Good,3,H,VS2,5,-0.8,-0.8,,,,
2494,0.3,Very Good,3,I,SI1,3,-908.8,-908.8,,,,
2616,0.3,Very Good,3,G,VVS2,6,453.2,453.2,,,,
2670,0.3,Very Good,3,G,SI1,3,-908.8,-908.8,,,,
2747,0.3,Very Good,3,I,VS1,4,-454.8,-454.8,,,,
2873,0.3,Very Good,3,J,VS1,4,-454.8,-454.8,,,,
2893,0.3,Very Good,3,I,SI1,3,-908.8,-908.8,,,,
2916,0.3,Very Good,3,E,VS1,4,-454.8,-454.8,,,,
14,0.3,Good,2,G,VS2,5,-158.9,-158.9,,,,
278,0.3,Good,2,G,IF,8,"1,203.10",1203.1,,,,
613,0.3,Good,2,H,VS1,4,-612.9,-612.9,,,,
757,0.3,Good,2,G,VVS2,6,295.1,295.1,,,,
823,0.3,Good,2,F,VS2,5,-158.9,-158.9,,,,
877,0.3,Good,2,I,IF,8,"1,203.10",1203.1,,,,
966,0.3,Good,2,I,VS1,4,-612.9,-612.9,,,,
1237,0.3,Good,2,H,SI2,2,"-1,520.90",-1520.9,,,,
1492,0.3,Good,2,E,VS2,5,-158.9,-158.9,,,,
1694,0.3,Good,2,I,VVS1,7,749.1,749.1,,,,
1710,0.3,Good,2,F,VVS1,7,749.1,749.1,,,,
1953,0.3,Good,2,G,VVS2,6,295.1,295.1,,,,
1994,0.3,Good,2,D,VS2,5,-158.9,-158.9,,,,
2131,0.3,Good,2,E,VVS2,6,295.1,295.1,,,,
2331,0.3,Good,2,G,VS1,4,-612.9,-612.9,,,,
2797,0.3,Good,2,G,VVS2,6,295.1,295.1,,,,
240,0.3,Fair,1,D,VVS2,6,137,137,,,,
229,0.29,Ideal,5,G,IF,8,"1,593.27",1593.27,,,,
234,0.29,Ideal,5,I,VS1,4,-222.73,-222.73,,,,
1625,0.29,Very Good,3,E,VS1,4,-538.93,-538.93,,,,
2629,0.29,Very Good,3,G,VVS2,6,369.07,369.07,,,,
218,0.28,Ideal,5,H,VS1,4,-306.86,-306.86,,,,
1898,0.28,Ideal,5,D,VS2,5,147.14,147.14,,,,
2020,0.28,Ideal,5,E,VVS2,6,601.14,601.14,,,,
2307,0.28,Ideal,5,G,SI1,3,-760.86,-760.86,,,,
2671,0.28,Ideal,5,H,VVS2,6,601.14,601.14,,,,
186,0.28,Very Good,3,F,VVS2,6,284.94,284.94,,,,
227,0.28,Very Good,3,E,VVS2,6,284.94,284.94,,,,
433,0.28,Very Good,3,H,SI1,3,"-1,077.06",-1077.06,,,,
450,0.28,Very Good,3,E,VVS2,6,284.94,284.94,,,,
997,0.28,Very Good,3,G,VVS2,6,284.94,284.94,,,,
1170,0.28,Very Good,3,H,VVS1,7,738.94,738.94,,,,
2564,0.28,Very Good,3,F,VVS2,6,284.94,284.94,,,,
2642,0.28,Very Good,3,D,VVS2,6,284.94,284.94,,,,
2826,0.28,Very Good,3,E,VS1,4,-623.06,-623.06,,,,
2829,0.28,Very Good,3,E,VVS2,6,284.94,284.94,,,,
5,0.27,Ideal,5,H,VVS2,6,517.01,517.01,,,,
259,0.27,Ideal,5,E,VS1,4,-390.99,-390.99,,,,
432,0.27,Ideal,5,E,VS1,4,-390.99,-390.99,,,,
594,0.27,Ideal,5,E,VS1,4,-390.99,-390.99,,,,
1480,0.27,Ideal,5,I,IF,8,"1,425.01",1425.01,,,,
1738,0.27,Ideal,5,F,VVS1,7,971.01,971.01,,,,
1857,0.27,Ideal,5,E,VS2,5,63.01,63.01,,,,
2151,0.27,Ideal,5,E,VS2,5,63.01,63.01,,,,
1505,0.27,Premium,4,E,VS1,4,-549.09,-549.09,,,,
673,0.27,Very Good,3,F,VVS1,7,654.81,654.81,,,,
736,0.27,Very Good,3,F,VVS1,7,654.81,654.81,,,,
956,0.27,Very Good,3,F,VS1,4,-707.19,-707.19,,,,
1231,0.27,Very Good,3,E,VVS2,6,200.81,200.81,,,,
1314,0.27,Very Good,3,E,VS2,5,-253.19,-253.19,,,,
1915,0.27,Very Good,3,G,VVS1,7,654.81,654.81,,,,
2101,0.27,Very Good,3,D,VS2,5,-253.19,-253.19,,,,
2928,0.27,Very Good,3,F,VVS1,7,654.81,654.81,,,,
2938,0.27,Very Good,3,G,VS1,4,-707.19,-707.19,,,,
1535,0.26,Ideal,5,I,VS2,5,-21.12,-21.12,,,,
1796,0.26,Ideal,5,H,VS1,4,-475.12,-475.12,,,,
2749,0.26,Ideal,5,H,VS1,4,-475.12,-475.12,,,,
1602,0.26,Premium,4,H,VVS2,6,274.78,274.78,,,,
2457,0.26,Premium,4,H,VVS1,7,728.78,728.78,,,,
94,0.26,Very Good,3,F,VVS2,6,116.68,116.68,,,,
508,0.26,Very Good,3,E,VVS1,7,570.68,570.68,,,,
1201,0.26,Very Good,3,G,VS2,5,-337.32,-337.32,,,,
1508,0.26,Very Good,3,F,VVS1,7,570.68,570.68,,,,
2463,0.26,Very Good,3,F,VS1,4,-791.32,-791.32,,,,
2806,0.26,Very Good,3,G,VS1,4,-791.32,-791.32,,,,
511,0.25,Ideal,5,G,VVS1,7,802.75,802.75,,,,
522,0.25,Ideal,5,H,VS1,4,-559.25,-559.25,,,,
2110,0.25,Ideal,5,I,VS2,5,-105.25,-105.25,,,,
750,0.25,Premium,4,E,VVS2,6,190.65,190.65,,,,
1159,0.25,Premium,4,H,VVS1,7,644.65,644.65,,,,
1861,0.25,Premium,4,E,VVS2,6,190.65,190.65,,,,
65,0.25,Very Good,3,E,VVS2,6,32.55,32.55,,,,
630,0.25,Very Good,3,F,VVS1,7,486.55,486.55,,,,
1278,0.25,Very Good,3,F,IF,8,940.55,940.55,,,,
1811,0.25,Very Good,3,H,VVS2,6,32.55,32.55,,,,
2030,0.25,Very Good,3,G,VS2,5,-421.45,-421.45,,,,
2421,0.25,Very Good,3,D,VVS2,6,32.55,32.55,,,,
2687,0.25,Very Good,3,D,VVS2,6,32.55,32.55,,,,
78,0.25,Good,2,E,VVS2,6,-125.55,-125.55,,,,
327,0.24,Ideal,5,E,VVS2,6,264.62,264.62,,,,
667,0.24,Ideal,5,G,VS1,4,-643.38,-643.38,,,,
1882,0.24,Ideal,5,F,IF,8,"1,172.62",1172.62,,,,
670,0.24,Very Good,3,E,VVS1,7,402.42,402.42,,,,
906,0.24,Very Good,3,E,VVS2,6,-51.58,-51.58,,,,
927,0.24,Very Good,3,E,VS1,4,-959.58,-959.58,,,,
1749,0.24,Very Good,3,J,VVS2,6,-51.58,-51.58,,,,
2158,0.24,Very Good,3,F,VVS1,7,402.42,402.42,,,,
1081,0.24,Good,2,F,VVS1,7,244.32,244.32,,,,
1280,0.24,Good,2,F,VS1,4,"-1,117.68",-1117.68,,,,
2706,0.23,Ideal,5,E,SI2,2,"-1,635.51",-1635.51,,,,
366,0.23,Very Good,3,E,VVS2,6,-135.71,-135.71,,,,
654,0.23,Very Good,3,F,VVS1,7,318.29,318.29,,,,
755,0.23,Very Good,3,F,VS1,4,"-1,043.71",-1043.71,,,,
1228,0.23,Very Good,3,E,VVS2,6,-135.71,-135.71,,,,
1254,0.23,Very Good,3,E,VVS1,7,318.29,318.29,,,,
1295,0.23,Very Good,3,D,VS2,5,-589.71,-589.71,,,,
1746,0.23,Very Good,3,H,VVS1,7,318.29,318.29,,,,
2513,0.23,Very Good,3,E,VVS1,7,318.29,318.29,,,,
1125,0.23,Good,2,E,VVS2,6,-293.81,-293.81,,,,
1202,0.23,Good,2,G,VVS1,7,160.19,160.19,,,,
1909,0.23,Good,2,E,VVS1,7,160.19,160.19,,,,
2530,0.23,Good,2,E,VVS2,6,-293.81,-293.81,,,,
1246,0.21,Premium,4,E,SI2,2,"-1,961.87",-1961.87,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,"11,733,522.76",,,,,,,,
,,,,"8,213,465.93",,,,,,,,
